Gene Symbol,GSM155938,GSM155940,GSM155941,GSM155942,GSM155963,GSM155985,GSM155990
GTF2E1,7.33834418358971,6.816138871572679,6.920817301651441,7.333629460536571,6.42160202008858,9.64706621913391,6.71329714928407
CREB5,2.7298790121259398,3.83074209076092,2.87283466817142,3.8597708162087403,3.9106175486636903,3.03216609806838,3.04799722821857
MSX1,3.5084666844130097,3.52877133204741,3.6426438166723596,6.04363322499256,3.52393826220379,3.83247486323366,3.95964961652867
SETBP1,6.54121434995275,6.93669682331273,5.17758697059912,3.90178404623805,2.61457793453837,4.764664623775,5.8696123490980305
PLCL1,2.8094453146982206,2.75715982655498,2.6716919270436,3.0884655900635396,2.80502205393802,2.80796278689088,2.7478599848015897
FOXF1,3.17148227131203,3.23577147333296,2.1411024897507502,2.38851744775766,2.43424123325194,2.5790304631658905,2.41871348781038
HK3,4.2197958111729195,4.058212576239,4.7807772717892805,4.0550828308007505,4.08732705179748,4.06098120047898,3.99017432366981
CGREF1,4.04782627087785,5.22567982113212,4.12207630369574,5.65547777268214,6.3467317830339,3.97785688613144,5.87330137400475
PPM1E,2.44469621725543,2.42011854969081,2.54795564618154,2.4727788805492597,2.48472849683547,2.69929842798531,2.46164118377456
CYP3A7,12.5604833061459,11.2665113250508,8.32901144213122,7.09423606984577,11.400025517913999,13.3131806505494,12.836663843524999
MYH3,3.4341744995888996,3.0478873293965503,3.02737348303054,3.0431869968207996,3.08173161089162,3.0452472430412296,3.0922209717582
COL10A1,4.38973199639442,2.9524677643178703,2.6958446378549703,2.70719787256078,2.7412124024225,2.71273002957435,2.74528251650175
ACSM3,4.856891100050009,7.93384996217308,1.9922282252188799,6.92463438211153,6.49028612003919,4.4813764481532905,3.6289951724114
TDO2,13.618098678455802,13.359447594829199,13.753613728244,9.7146610913779,6.27951029691422,13.5130860362404,6.6905009057456395
CLTCL1,6.73600949195778,4.81467346256818,4.58717293888068,4.811270642302429,4.43646836611607,7.99333470429383,6.0681161520296705
IL6R,8.893416820494801,9.378858383270028,8.38770287276465,9.516562832069711,8.89882204467832,10.408626954161802,10.5031797588391
VIPR2,4.1065912052137,4.09867220267064,3.79554878183583,4.12702239850605,4.57029290644045,3.73885428784533,4.35076595936932
PTPRT,2.85750333425546,2.82816848024417,2.8708992808517797,2.7239079986449997,3.3293819662962996,2.84524715592454,2.8576844659506397
CA1,2.11637806562524,2.1094140534777,2.1236496440981902,2.1084040180781103,2.1292401476554,2.1472415643510203,2.1179044509448097
MYH1,3.01257939982036,3.0888675119027797,3.70827553905911,3.21272340485179,3.13784284506253,3.2176975774556,3.0983824994588196
KCNK3,2.2965132051843797,2.29871402832165,2.32160778103213,2.29543210557862,2.3246608548463197,2.30154375054875,2.31061641679206
LRIG2,4.44930384542073,4.730428019044981,4.732730484207701,4.51333914094596,4.44842525898028,5.8074863043734695,5.83716114976182
RXRG,2.07129244705324,2.07983888066667,2.08999297545338,2.07483421827957,2.08349932547288,2.0968218177513998,2.10235914844444
PSMC3IP,5.00470811876854,4.80304617149355,4.84551514107474,5.2988012584488,5.26048489600016,4.7054748053571,4.91594150598015
PLXNB3,2.50611442855021,2.49890440077478,2.5539109327135,2.41205796443825,2.55956767812509,2.4685963494234904,2.5185930470450097
MMP13,2.6583554593892402,2.72864978390105,2.6524727275837003,2.61472162116951,2.67457364016829,2.6316002326936,2.6633195684059703
ZNF426,4.32472421190928,4.59188283504026,5.04172485162315,6.80444082846231,4.10563617745334,5.75343873662025,5.78873007645758
BATF,6.23352189610785,6.319030780620411,6.513215950442481,7.4021337794191595,5.34529346401676,6.21477760151698,5.753208724896849
TAF13,3.66682474909563,3.598305647661,3.67931118873496,3.88109682570117,3.87501330476187,3.65307148522306,3.6690948155575605
H4C5,7.2097652659741,8.20596914729851,7.62149513936342,7.6628392459954,8.09108624097087,7.503157889867821,9.267357884673169
KCNS3,6.00585805603002,7.3753522710491,6.56419827779097,3.9218076208455597,3.9598906838239802,3.4083314393036,4.24722117930664
AADAC,11.042439145845,12.540498595994501,11.7874251180689,13.2084279445377,11.4589960803213,12.6948170909182,11.267096827281199
MT3,5.9850244628097995,6.27952515426347,5.4102020119031105,5.393550056810611,5.440058539706769,5.38227644109241,5.413533156501059
CTRB2,4.497184411191969,4.530626382522151,4.3840705350232705,4.3225483204160104,4.456300197507209,4.534933133432411,4.51780479435607
SLC38A3,10.1295534969084,9.29284385370441,9.73609238674991,7.61806976345255,8.194978411732581,8.4637736559754,9.783053885066732
HOXD1,2.33980440587636,2.3423470871222403,2.52116132252631,2.3190774003145,2.3538455030628502,2.35161702267101,2.3414620705645297
